Name,Class,Parent,Centroid X µm,Centroid Y µm
PathCellObject,,Other,178.71,268.64
PathCellObject,,Other,201.91,264.84
PathCellObject,,Other,498.19,266.23
PathCellObject,,Other,746.35,267.45
PathCellObject,,Other,2.639,268.91
Target: CD68: CD8,Target: CD68: CD8,Other,491.54,270.72
PathCellObject,,Other,576.53,268.72
Target: CD20,Target: CD20,Other,671.03,267.21
Target: CD20,Target: CD20,Other,554.45,269.36
PathCellObject,,Other,658.15,268.17
PathCellObject,,Other,264.65,271.02
Target: CD20: CD8,Target: CD20: CD8,Other,703.16,269.35
PathCellObject,,Other,782.05,270.29
PathCellObject,,Other,27.7,271.89
PathCellObject,,Other,196.89,272.35
Target: CD68,Target: CD68,Other,362.82,271.17
Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,Other,373.42,270.14
Target: CD68,Target: CD68,Other,256.21,270.48
PathCellObject,,Other,188.26,269.92
PathCellObject,,Other,207.09,271.66
Target: CD20,Target: CD20,Other,156.8,274.06
Target: CD8,Target: CD8,Other,238.76,271.5
PathCellObject,,Other,90.81,274.41
PathCellObject,,Other,146.21,273.58
PathCellObject,,Other,395.44,276.41
Target: CD3: CD8,Target: CD3: CD8,Other,692.24,271.53
PathCellObject,,Other,795.14,273.46
PathCellObject,,Other,13.19,276.81
Target: CD68: CD4,Target: CD68: CD4,Other,384.19,275.89
Target: CD20,Target: CD20,Other,664.51,273.8
Target: CD20,Target: CD20,Other,336.09,276.23
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,345.95,273.48
PathCellObject,,Other,769.43,275.03
Target: CD68,Target: CD68,Other,70.6,275.23
Target: CD8,Target: CD8,Other,241.16,276.97
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,673.43,279.36
PathCellObject,,Other,187.64,277.9
PathCellObject,,Other,586.18,276.19
Target: CD20,Target: CD20,Other,111.82,276.19
Target: CD68: CD8,Target: CD68: CD8,Other,252.31,276.6
PathCellObject,,Other,214.46,275.75
Target: CD20: CD8,Target: CD20: CD8,Other,359.51,278.1
PathCellObject,,Other,167.23,278.22
Target: CD20,Target: CD20,Other,36.43,279.48
PathCellObject,,Other,794.47,280.68
PathCellObject,,Other,58.86,280.49
Target: CD3: CD8,Target: CD3: CD8,Other,569.91,280.08
Target: CD8,Target: CD8,Other,693.9,281.28
Target: CD68: CD4: CD8,Target: CD68: CD4: CD8,Other,373.4,279.65
PathCellObject,,Other,542.93,279.72
Target: CD3,Target: CD3,Other,659.17,283.14
PathCellObject,,Other,137.41,281.13
PathCellObject,,Other,158.35,284.5
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,352.45,281.7
Target: CD20,Target: CD20,Other,8.028,284.17
PathCellObject,,Other,200.69,281.69
PathCellObject,,Other,248.85,284.4
Target: CD20: CD68,Target: CD20: CD68,Other,22.99,281.54
PathCellObject,,Other,214.21,283.17
PathCellObject,,Other,552.43,282.24
PathCellObject,,Other,149.53,284.43
Target: CD20,Target: CD20,Other,30.54,285.19
Target: CD20,Target: CD20,Other,116.38,284.49
Target: CD68,Target: CD68,Other,260.29,284.56
PathCellObject,,Other,505.63,284.2
Target: CD20: CD68: CD3: CD8,Target: CD20: CD68: CD3: CD8,Other,345.98,284.76
PathCellObject,,Other,364.77,285.17
PathCellObject,,Other,337.79,286.65
PathCellObject,,Other,778.64,284.11
Target: CD20: CD68,Target: CD20: CD68,Other,68.12,285.52
PathCellObject,,Other,587.68,287.58
PathCellObject,,Other,208.8,286.91
PathCellObject,,Other,2.369,289.26
PathCellObject,,Other,237.89,288.9
PathCellObject,,Other,372.28,289.15
Target: CD20,Target: CD20,Other,25.97,288.49
Target: CD20,Target: CD20,Other,90.71,286.79
PathCellObject,,Other,134.49,289.76
PathCellObject,,Other,200.43,292.22
Target: CD20,Target: CD20,Other,39.51,288.49
Target: CD3,Target: CD3,Other,20.49,288.57
PathCellObject,,Other,772.26,288.01
Target: CD3: CD8,Target: CD3: CD8,Other,47.14,290.26
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,355.62,289.74
PathCellObject,,Other,501.84,296.98
PathCellObject,,Other,548.45,291.03
Target: CD20,Target: CD20,Other,54.94,290.43
Target: CD20,Target: CD20,Other,579.34,293.35
PathCellObject,,Other,794.95,290.06
Target: CD20,Target: CD20,Other,101.1,290.39
PathCellObject,,Other,174.94,296.6
Target: CD68,Target: CD68,Other,257.06,292.59
Target: CD20: CD4: CD8,Target: CD20: CD4: CD8,Other,385.55,290.56
PathCellObject,,Other,248.51,292.29
PathCellObject,,Other,599.79,291.37
PathCellObject,,Other,211,293.96
Target: CD3: CD4,Target: CD3: CD4,Other,667.33,292.28
Target: CD20,Target: CD20,Other,17.66,295.09
Target: CD20,Target: CD20,Other,66.45,293.65
PathCellObject,,Other,162.24,291.88
Target: CD20,Target: CD20,Other,360.75,293.87
Target: CD20: CD68,Target: CD20: CD68,Other,29.34,293.32
Target: CD20: CD68,Target: CD20: CD68,Other,88.95,296.31
PathCellObject,,Other,272.91,295.59
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,399.93,293.05
PathCellObject,,Other,774.46,295.78
Target: CD20,Target: CD20,Other,126.93,296.1
Target: CD20: CD68: CD3: CD4,Target: CD20: CD68: CD3: CD4,Other,349.56,293.6
PathCellObject,,Other,7.585,296.49
PathCellObject,,Other,338.89,301.74
Target: CD20,Target: CD20,Other,569.42,294.9
PathCellObject,,Other,144.76,297.89
Target: CD20,Target: CD20,Other,346.38,298.44
PathCellObject,,Other,223.91,298.29
Target: CD20,Target: CD20,Other,33,299.01
Target: CD20,Target: CD20,Other,24.19,299.45
Target: CD20,Target: CD20,Other,108.67,298.82
Target: CD68,Target: CD68,Other,156.15,297.26
Target: CD20,Target: CD20,Other,43.58,300.14
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,663.87,299.77
Target: CD20,Target: CD20,Other,58.76,302.76
Target: CD20,Target: CD20,Other,75.85,298.67
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,95.66,301.86
Target: CD20: CD68: CD8,Target: CD20: CD68: CD8,Other,391.66,301.11
Target: CD20: CD8,Target: CD20: CD8,Other,593.19,300.42
PathCellObject,,Other,794.42,297.59
Target: CD3: CD8,Target: CD3: CD8,Other,264.43,300.37
Target: CD8,Target: CD8,Other,251.04,302.31
PathCellObject,,Other,407.26,299.45
PathCellObject,,Other,165.89,303.63
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,361.13,303.13
Target: CD20,Target: CD20,Other,117.07,303.2
PathCellObject,,Other,205,302.95
PathCellObject,,Other,490.15,303.14
PathCellObject,,Other,795.07,306.4
Target: CD20,Target: CD20,Other,15.19,304.13
PathCellObject,,Other,68.42,304.25
Target: CD20,Target: CD20,Other,571.88,302.58
PathCellObject,,Other,154,308.34
PathCellObject,,Other,782.19,309.08
PathCellObject,,Other,4.253,304.23
Target: CD20,Target: CD20,Other,29.92,305.96
Target: CD20,Target: CD20,Other,103.03,307.58
Target: CD20: CD68: CD3: CD8,Target: CD20: CD68: CD3: CD8,Other,351.31,306.04
PathCellObject,,Other,414.73,305.58
Target: CD20: CD68: CD3,Target: CD20: CD68: CD3,Other,38.62,307.68
Target: CD20: CD68,Target: CD20: CD68,Other,82.34,307.77
PathCellObject,,Other,423.6,306.91
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,258.74,306.66
PathCellObject,,Other,607.34,307.66
Target: CD8,Target: CD8,Other,647.15,310.6
Target: CD20: CD68,Target: CD20: CD68,Other,22.99,310.12
Target: CD20: CD3,Target: CD20: CD3,Other,374.73,307.97
Target: CD20,Target: CD20,Other,575.97,310.82
PathCellObject,,Other,280.48,310.23
Target: CD3: CD8,Target: CD3: CD8,Other,4.586,311.97
Target: CD20,Target: CD20,Other,403.77,309.91
PathCellObject,,Other,559.79,310.66
PathCellObject,,Other,50.17,311.37
PathCellObject,,Other,206.59,312.06
Target: CD20: CD68,Target: CD20: CD68,Other,393.75,311.36
Target: CD20,Target: CD20,Other,14.31,312.54
PathCellObject,,Other,170.17,313.53
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,598.96,310.88
Target: CD20: CD68,Target: CD20: CD68,Other,68.4,313.49
Target: CD8,Target: CD8,Other,339.49,312.25
Target: CD68: CD8,Target: CD68: CD8,Other,260.51,313.17
PathCellObject,,Other,676.28,312.04
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,43.5,314.47
PathCellObject,,Other,432.23,312.38
PathCellObject,,Other,184.45,314.73
PathCellObject,,Other,198.39,313.42
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,353.75,315.07
PathCellObject,,Other,413.38,315.08
Target: CD20: CD68: CD3: CD8,Target: CD20: CD68: CD3: CD8,Other,27.81,316.16
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,385.83,314.74
Target: CD20: CD68: CD3,Target: CD20: CD68: CD3,Other,38.84,319.67
Target: CD20: CD3,Target: CD20: CD3,Other,657.37,315.22
PathCellObject,,Other,117.9,318.83
PathCellObject,,Other,240.52,317.27
Target: CD68,Target: CD68,Other,365.37,316.9
PathCellObject,,Other,195.48,317.63
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,568.26,320.17
Target: CD20,Target: CD20,Other,57.82,317.06
PathCellObject,,Other,337.95,321.11
PathCellObject,,Other,614.94,318.79
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,393.39,320.06
Target: CD20,Target: CD20,Other,86.68,319.9
Target: CD20,Target: CD20,Other,374.47,318.48
PathCellObject,,Other,671.59,321.28
PathCellObject,,Other,791.36,319.62
PathCellObject,,Other,134.17,320.59
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,594.87,318.85
Target: CD68: CD4: CD8,Target: CD68: CD4: CD8,Other,257.17,321.12
Target: CD20: CD3: CD4: CD8: FoxP3,Target: CD20: CD3: CD4: CD8: FoxP3,Other,380.01,321.41
PathCellObject,,Other,430.42,321.31
PathCellObject,,Other,190.84,324.26
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,402.96,320.24
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,413.95,321.32
Target: CD8,Target: CD8,Other,587.01,322.77
PathCellObject,,Other,102.28,323.86
PathCellObject,,Other,18.17,323.45
Target: CD4,Target: CD4,Other,248.99,324.21
Target: CD20,Target: CD20,Other,603.7,323.44
PathCellObject,,Other,72.52,323.27
PathCellObject,,Other,516.73,323.38
PathCellObject,,Other,205.19,322.34
PathCellObject,,Other,623.53,324.69
PathCellObject,,Other,31.42,326.37
Target: CD20,Target: CD20,Other,52.59,326.28
Target: CD20: CD68,Target: CD20: CD68,Other,349.21,325.07
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,387.47,325.09
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,420.01,324.38
Target: CD20,Target: CD20,Other,637.75,325.73
PathCellObject,,Other,80.69,326.95
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,409.22,328.4
Target: CD3,Target: CD3,Other,661.78,325.64
PathCellObject,,Other,196.2,329.71
Target: CD3: CD4,Target: CD3: CD4,Other,650.4,325.31
Target: CD20,Target: CD20,Other,60.41,326.23
PathCellObject,,Other,317.74,326.79
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,372.43,326.34
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,396.43,329.09
PathCellObject,,Other,234.45,328.96
PathCellObject,,Other,68.7,329.62
PathCellObject,,Other,328.33,328
Target: CD20,Target: CD20,Other,45.18,330.98
PathCellObject,,Other,205.21,330.2
PathCellObject,,Other,259.32,332.95
Target: CD68,Target: CD68,Other,430.74,328.25
PathCellObject,,Other,530.31,328.03
PathCellObject,,Other,245.02,330.24
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,383.11,331.34
Target: CD68: CD3: CD8,Target: CD68: CD3: CD8,Other,363.27,330.86
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,419.15,331.83
PathCellObject,,Other,8.004,329.36
PathCellObject,,Other,220.14,329.91
Target: CD3: CD8,Target: CD3: CD8,Other,427.85,332.06
PathCellObject,,Other,437.81,333.74
Target: CD20: CD68,Target: CD20: CD68,Other,608.69,331.25
PathCellObject,,Other,280.24,331.02
PathCellObject,,Other,524.43,340.54
PathCellObject,,Other,567.61,334.31
Target: CD3: CD4,Target: CD3: CD4,Other,294.46,335.35
Target: CD20,Target: CD20,Other,592.51,333.22
PathCellObject,,Other,668.22,334.81
Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,Other,373.51,336.75
PathCellObject,,Other,61.18,336.32
Target: CD20,Target: CD20,Other,630.63,333.12
Target: CD20: CD68: CD3: CD4,Target: CD20: CD68: CD3: CD4,Other,648.25,334.58
Target: CD20,Target: CD20,Other,777.59,332.61
PathCellObject,,Other,795.05,334.3
PathCellObject,,Other,209.61,339.44
Target: CD20: CD68: CD3: CD4: CD8,Target: CD20: CD68: CD3: CD4: CD8,Other,407.12,338.03
PathCellObject,,Other,514.06,335.55
PathCellObject,,Other,658.02,336.6
Target: CD20,Target: CD20,Other,321.27,334.98
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,599.63,337.5
Target: CD3: CD4,Target: CD3: CD4,Other,152.78,335.82
Target: CD3: FoxP3,Target: CD3: FoxP3,Other,238.16,335.94
Target: CD3: CD8,Target: CD3: CD8,Other,269.97,335.6
PathCellObject,,Other,1.634,337.86
Target: CD20,Target: CD20,Other,11.75,339.18
PathCellObject,,Other,38.74,338.51
PathCellObject,,Other,243.69,339.87
Target: CD8,Target: CD8,Other,346.59,337.8
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,398.11,338.21
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,618.6,336.9
Target: CD68,Target: CD68,Other,336.89,337.13
PathCellObject,,Other,501,339.32
PathCellObject,,Other,327.56,340.2
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,422.25,337.52
PathCellObject,,Other,225.03,341.17
Target: CD20,Target: CD20,Other,580.17,338.55
PathCellObject,,Other,191.69,339.08
Target: CD68,Target: CD68,Other,233.22,339.41
PathCellObject,,Other,25.04,337.96
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,388.23,340.5
Target: CD20,Target: CD20,Other,637.86,339.61
PathCellObject,,Other,316.72,340.6
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,608.8,341.68
Target: CD20,Target: CD20,Other,308.08,340.56
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,433.33,343.55
PathCellObject,,Other,773.27,341.35
Target: CD20,Target: CD20,Other,784.27,341.22
PathCellObject,,Other,200.52,342.73
Target: CD20,Target: CD20,Other,280.1,343.79
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,425.31,343.98
PathCellObject,,Other,789.94,343.15
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,647.84,344.71
Target: CD68: CD4,Target: CD68: CD4,Other,3.003,347.86
Target: CD68,Target: CD68,Other,796.15,347.47
PathCellObject,,Other,191.01,351.74
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,417.44,347.3
Target: CD4,Target: CD4,Other,11,349.42
Target: CD4,Target: CD4,Other,22.41,346.71
PathCellObject,,Other,214.62,348.12
PathCellObject,,Other,38.23,351.18
PathCellObject,,Other,267.16,348.19
PathCellObject,,Other,246.53,347.78
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,397.63,349.07
Target: CD20,Target: CD20,Other,622.74,347.51
PathCellObject,,Other,665.76,351.64
PathCellObject,,Other,781.27,350.44
PathCellObject,,Other,306.38,350.95
PathCellObject,,Other,50.87,348.83
Target: CD20: CD68: CD4: CD8,Target: CD20: CD68: CD4: CD8,Other,376,348.17
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,382.76,351.17
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,590.96,348.73
PathCellObject,,Other,233.3,350.76
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,388.84,351.21
Target: CD20,Target: CD20,Other,30.96,350.61
PathCellObject,,Other,350.92,350.15
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,580.89,349.74
Target: CD68,Target: CD68,Other,357.1,355.38
Target: CD20: CD68: CD4: CD8,Target: CD20: CD68: CD4: CD8,Other,366.4,352.99
Target: CD20: CD68: CD3: CD4: CD8,Target: CD20: CD68: CD3: CD4: CD8,Other,429.09,354.55
PathCellObject,,Other,524.43,355.19
Target: CD20: CD4,Target: CD20: CD4,Other,648.17,353.91
PathCellObject,,Other,258.76,356.43
PathCellObject,,Other,316.82,355.23
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,628.52,353.23
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,637.94,352.51
Target: CD20,Target: CD20,Other,19.97,356.16
PathCellObject,,Other,222.96,354.63
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,597.81,352.88
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,573.69,355.27
Target: CD8,Target: CD8,Other,137.97,356.77
PathCellObject,,Other,246.7,355.14
PathCellObject,,Other,29.57,361.41
Target: CD4,Target: CD4,Other,608.14,355.14
PathCellObject,,Other,57.26,356.51
Target: CD20: CD68: CD3: CD4: CD8,Target: CD20: CD68: CD3: CD4: CD8,Other,375.3,358.48
PathCellObject,,Other,46.94,357.29
Target: CD3: CD4,Target: CD3: CD4,Other,211.36,355.95
PathCellObject,,Other,239.67,359.8
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,420.57,359.29
PathCellObject,,Other,301.37,360.1
Target: CD20: CD68: CD4: CD8,Target: CD20: CD68: CD4: CD8,Other,398.23,358.13
Target: CD20,Target: CD20,Other,456.28,357.61
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,580.61,357.96
Target: CD20: CD68: CD8,Target: CD20: CD68: CD8,Other,587.79,360.32
Target: CD3: CD4,Target: CD3: CD4,Other,291.23,359.75
Target: CD68,Target: CD68,Other,204.69,361.66
Target: CD20,Target: CD20,Other,438.75,357.91
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,597.8,362.35
Target: CD20: CD8,Target: CD20: CD8,Other,642.57,360.96
PathCellObject,,Other,195.91,359.12
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,386.16,360.36
PathCellObject,,Other,564.05,361.06
Target: CD20,Target: CD20,Other,618.16,362.4
PathCellObject,,Other,70.87,360.15
PathCellObject,,Other,250.39,365.83
Target: CD20: CD8,Target: CD20: CD8,Other,624.79,362.12
PathCellObject,,Other,7.045,363.02
PathCellObject,,Other,215.89,364.59
PathCellObject,,Other,120.78,361.41
PathCellObject,,Other,147.85,363.33
PathCellObject,,Other,55.06,363.7
Target: CD20,Target: CD20,Other,45.61,364.2
Target: CD20: CD68,Target: CD20: CD68,Other,570.66,366.72
PathCellObject,,Other,195.83,367.05
Target: CD20,Target: CD20,Other,441.98,365.46
Target: CD20: CD68: CD3: CD8,Target: CD20: CD68: CD3: CD8,Other,411,364.34
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,418.17,365.4
Target: CD20,Target: CD20,Other,657.22,368.79
Target: CD20,Target: CD20,Other,432.17,365.29
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,613.02,367.23
Target: CD20: CD8,Target: CD20: CD8,Other,71.29,367.87
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,604.85,367.27
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,630.9,367.4
PathCellObject,,Other,113.92,369.54
Target: CD20: CD68,Target: CD20: CD68,Other,794.67,368.81
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,61.93,368.33
PathCellObject,,Other,101.74,364.6
Target: CD20,Target: CD20,Other,388.24,367.94
Target: CD20: CD68: CD8,Target: CD20: CD68: CD8,Other,402.39,370.17
PathCellObject,,Other,164.23,368.52
Target: CD20: CD68: CD8,Target: CD20: CD68: CD8,Other,586.04,368.65
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,644,371.74
PathCellObject,,Other,95.46,367.11
PathCellObject,,Other,310.76,370.65
PathCellObject,,Other,529.87,372.35
PathCellObject,,Other,49.52,371.13
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,430.54,372.23
PathCellObject,,Other,180.96,370.17
Target: CD68: CD4,Target: CD68: CD4,Other,370.09,370.93
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,424.03,371.77
Target: FoxP3,Target: FoxP3,Other,80.93,373.71
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,578.95,369.86
PathCellObject,,Other,360.32,371.91
Target: CD8,Target: CD8,Other,90.44,371.77
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,417.89,372.75
Target: CD68,Target: CD68,Other,97.65,374.96
PathCellObject,,Other,25.43,373.73
Target: CD8,Target: CD8,Other,69.11,379.02
PathCellObject,,Other,153.22,373.73
Target: CD20,Target: CD20,Other,442.12,375.49
PathCellObject,,Other,571.74,377.86
PathCellObject,,Other,144.88,376.02
Target: CD8,Target: CD8,Other,193.14,376.69
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,411.94,378.15
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,391.17,380.82
Target: CD20,Target: CD20,Other,581.07,376.54
Target: CD20,Target: CD20,Other,41.64,374.91
Target: CD3: CD8,Target: CD3: CD8,Other,56.94,377.49
PathCellObject,,Other,105.05,379.48
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,608.72,376.59
PathCellObject,,Other,9.934,376.26
Target: CD20: CD4,Target: CD20: CD4,Other,35.5,379.74
PathCellObject,,Other,169.48,376.53
Target: CD20,Target: CD20,Other,209.05,376.61
PathCellObject,,Other,184.38,380.01
PathCellObject,,Other,304.39,379.13
PathCellObject,,Other,353.3,383.01
PathCellObject,,Other,785.05,378.08
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,432.29,381.95
PathCellObject,,Other,563.45,382.83
PathCellObject,,Other,158.2,382.7
PathCellObject,,Other,87.97,384.66
PathCellObject,,Other,479.76,379.9
Target: CD20,Target: CD20,Other,650.75,382.82
PathCellObject,,Other,4.363,384.75
Target: CD20,Target: CD20,Other,23.31,384.1
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,451.83,384.06
PathCellObject,,Other,48.93,384.2
PathCellObject,,Other,137.4,382.05
PathCellObject,,Other,171.88,383.94
PathCellObject,,Other,218.61,382.61
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,423.04,382.24
Target: CD20: CD8,Target: CD20: CD8,Other,599,383.4
Target: CD20: CD3,Target: CD20: CD3,Other,402.68,386.2
Target: CD20: CD8,Target: CD20: CD8,Other,416.45,385.14
PathCellObject,,Other,62.46,388.12
Target: CD20,Target: CD20,Other,210.37,389.96
PathCellObject,,Other,232.93,386.19
PathCellObject,,Other,311.64,386.83
PathCellObject,,Other,785.82,387.89
PathCellObject,,Other,588.3,387.22
PathCellObject,,Other,132.74,386.38
PathCellObject,,Other,152.49,387.75
PathCellObject,,Other,480.79,388.88
Target: CD20: CD3,Target: CD20: CD3,Other,634.2,388.66
Target: CD20,Target: CD20,Other,660.53,389.26
PathCellObject,,Other,222.5,389.84
PathCellObject,,Other,608.85,390.53
Target: CD20,Target: CD20,Other,621.86,389.11
PathCellObject,,Other,124.77,389.4
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,164.71,391.99
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,425.57,388.52
Target: CD20,Target: CD20,Other,649.77,390.61
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,417.64,391.5
Target: CD20: CD8,Target: CD20: CD8,Other,433.55,391.62
PathCellObject,,Other,794.36,389.67
PathCellObject,,Other,559.54,391.14
Target: CD68,Target: CD68,Other,332.84,390.24
Target: CD20,Target: CD20,Other,409.87,390.89
PathCellObject,,Other,491.87,391.25
PathCellObject,,Other,16.84,392.15
PathCellObject,,Other,139.5,393.92
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,442.46,391.07
PathCellObject,,Other,362.78,394.1
Target: CD8,Target: CD8,Other,45.12,397.39
PathCellObject,,Other,115.24,391.53
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,450.62,395.34
PathCellObject,,Other,550.37,395.26
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,424.4,394.96
Target: CD68: CD4,Target: CD68: CD4,Other,350.79,394.7
PathCellObject,,Other,26.89,395.71
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,624.98,398.83
Target: CD8,Target: CD8,Other,154.61,400.08
PathCellObject,,Other,229.31,395.46
PathCellObject,,Other,326.33,397.29
Target: CD20,Target: CD20,Other,654.38,396.69
PathCellObject,,Other,111.72,399.13
Target: CD20,Target: CD20,Other,411.91,397.46
PathCellObject,,Other,794.82,398.94
PathCellObject,,Other,102.15,399.08
PathCellObject,,Other,127.78,398.86
Target: CD20,Target: CD20,Other,219.24,400.86
Target: CD20,Target: CD20,Other,405.02,399.48
Target: CD20,Target: CD20,Other,436.44,399.01
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,416.62,405.4
PathCellObject,,Other,10.76,399.85
Target: CD20,Target: CD20,Other,642.6,400.08
PathCellObject,,Other,73.93,399.19
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,339.04,404.62
PathCellObject,,Other,33.26,402.69
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,442.83,400.61
PathCellObject,,Other,562.77,403.52
PathCellObject,,Other,231.84,404.14
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,423.92,402.03
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,430.37,400.82
PathCellObject,,Other,668.55,401.61
PathCellObject,,Other,171.09,399.04
Target: CD20,Target: CD20,Other,459.18,403.39
Target: CD20,Target: CD20,Other,656.31,404.2
PathCellObject,,Other,285.04,403.72
Target: CD3: CD4,Target: CD3: CD4,Other,353.33,404.49
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,635.07,403.52
PathCellObject,,Other,179.32,405.01
PathCellObject,,Other,5.121,404.93
Target: CD8,Target: CD8,Other,94.59,405.5
PathCellObject,,Other,142.95,405.25
PathCellObject,,Other,167.09,406.29
PathCellObject,,Other,596.71,405.57
PathCellObject,,Other,786.1,406.38
Target: CD20,Target: CD20,Other,607.22,404.63
Target: CD20,Target: CD20,Other,628.87,406.78
PathCellObject,,Other,120.19,406.38
Target: CD20: CD4,Target: CD20: CD4,Other,437.36,407.25
PathCellObject,,Other,63.78,407.5
PathCellObject,,Other,83.45,405.42
PathCellObject,,Other,316.96,408.23
Target: CD20: CD4: CD8,Target: CD20: CD4: CD8,Other,447.69,406.86
PathCellObject,,Other,133.23,406.67
PathCellObject,,Other,405.29,408.77
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,426.97,406.9
PathCellObject,,Other,299.17,407.33
PathCellObject,,Other,53.25,410.85
Target: CD68,Target: CD68,Other,327.83,410.81
