Name,Class,Parent,Centroid X µm,Centroid Y µm
PathCellObject,,Tumor,574.21,392.43
PathCellObject,,Tumor,477.56,393.76
PathCellObject,,Tumor,474.75,399.85
PathCellObject,,Tumor,507.29,401.11
PathCellObject,,Tumor,565.88,399.05
PathCellObject,,Tumor,583.71,400.04
PathCellObject,,Tumor,596.6,402.55
PathCellObject,,Tumor,236.5,403.68
PathCellObject,,Tumor,484.25,405.48
PathCellObject,,Tumor,576.13,407.9
PathCellObject,,Tumor,562.8,405.72
PathCellObject,,Tumor,498.14,411.72
Target: CD20,Target: CD20,Tumor,562.16,413.45
PathCellObject,,Tumor,590.46,416.03
PathCellObject,,Tumor,574.07,418.5
PathCellObject,,Tumor,582.49,423.74
PathCellObject,,Tumor,291.87,420.52
PathCellObject,,Tumor,498.22,426.47
PathCellObject,,Tumor,568.27,426.47
PathCellObject,,Tumor,123.05,425.07
PathCellObject,,Tumor,279.04,425.01
PathCellObject,,Tumor,317.62,426.43
PathCellObject,,Tumor,285.44,434.05
PathCellObject,,Tumor,140.01,427.82
PathCellObject,,Tumor,301.51,430.47
PathCellObject,,Tumor,339.02,431.12
PathCellObject,,Tumor,575.95,433.52
Target: CD20,Target: CD20,Tumor,329.98,431.46
PathCellObject,,Tumor,129.15,434.21
PathCellObject,,Tumor,144.98,436.59
PathCellObject,,Tumor,325.64,436.86
PathCellObject,,Tumor,312.19,438.54
PathCellObject,,Tumor,118.52,437.12
PathCellObject,,Tumor,267.79,440.13
PathCellObject,,Tumor,335.25,441.53
PathCellObject,,Tumor,136.57,444.51
PathCellObject,,Tumor,115.36,442.92
PathCellObject,,Tumor,292.91,446.02
PathCellObject,,Tumor,322.84,445.84
PathCellObject,,Tumor,285.72,444.7
PathCellObject,,Tumor,305.96,447.66
PathCellObject,,Tumor,274.79,448.76
Target: CD20,Target: CD20,Tumor,550.57,448.88
PathCellObject,,Tumor,281.6,452.08
PathCellObject,,Tumor,117.07,451.95
Target: CD20,Target: CD20,Tumor,566.82,449.81
PathCellObject,,Tumor,333.02,455.36
PathCellObject,,Tumor,319.95,459.02
PathCellObject,,Tumor,299,456.34
PathCellObject,,Tumor,558.48,460.25
PathCellObject,,Tumor,106.76,462.11
PathCellObject,,Tumor,548.66,463.24
PathCellObject,,Tumor,310.44,466.44
PathCellObject,,Tumor,116.32,470.9
PathCellObject,,Tumor,126.73,469.15
Target: CD8,Target: CD8,Tumor,331,476.07
PathCellObject,,Tumor,425.19,476.2
PathCellObject,,Tumor,307.89,479.55
PathCellObject,,Tumor,440.02,484.06
PathCellObject,,Tumor,314.81,484.24
PathCellObject,,Tumor,303.96,484.86
PathCellObject,,Tumor,416.39,485.48
PathCellObject,,Tumor,330.04,488.46
PathCellObject,,Tumor,429.55,487.64
PathCellObject,,Tumor,402.2,491.27
PathCellObject,,Tumor,303.55,493.4
PathCellObject,,Tumor,417.66,493.02
PathCellObject,,Tumor,313.07,498.73
PathCellObject,,Tumor,426.54,499.98
PathCellObject,,Tumor,411.34,500.02
PathCellObject,,Tumor,326.87,502.46
PathCellObject,,Tumor,308.38,512.09
PathCellObject,,Tumor,340.96,509.34
PathCellObject,,Tumor,410.52,514.78
Target: CD20,Target: CD20,Tumor,292.54,510.48
PathCellObject,,Tumor,327.78,516.41
PathCellObject,,Tumor,300.35,519.8
PathCellObject,,Tumor,294.76,518.15
PathCellObject,,Tumor,305.37,522.99
PathCellObject,,Tumor,283.64,523.88
PathCellObject,,Tumor,292.89,524.18
PathCellObject,,Tumor,398.56,527.63
PathCellObject,,Tumor,307.61,529.64
PathCellObject,,Tumor,299.76,529.52
PathCellObject,,Tumor,329.39,530.59
PathCellObject,,Tumor,291.15,532.4
PathCellObject,,Tumor,366.63,534.85
PathCellObject,,Tumor,315.29,533.17
PathCellObject,,Tumor,295.16,538.23
PathCellObject,,Tumor,284.45,540.16
PathCellObject,,Tumor,302.3,538.63
PathCellObject,,Tumor,321.69,538.26
PathCellObject,,Tumor,311.24,541.33
PathCellObject,,Tumor,327.16,545.43
PathCellObject,,Tumor,302.75,546.4
PathCellObject,,Tumor,317.96,544.19
PathCellObject,,Tumor,381.59,544.31
PathCellObject,,Tumor,361.35,547.46
PathCellObject,,Tumor,291.28,553.51
PathCellObject,,Tumor,315.46,553.39
PathCellObject,,Tumor,522.88,564.84
PathCellObject,,Tumor,298.89,565.77
PathCellObject,,Tumor,544.96,570.81
PathCellObject,,Tumor,533.19,573.42
PathCellObject,,Tumor,325.95,570.45
PathCellObject,,Tumor,521.43,576.18
PathCellObject,,Tumor,324.17,579.71
PathCellObject,,Tumor,342.43,584.2
PathCellObject,,Tumor,330.04,591.71
PathCellObject,,Tumor,330.62,601.21
PathCellObject,,Tumor,342.34,602.11
PathCellObject,,Tumor,408.53,606.43
PathCellObject,,Tumor,596.24,623.51
PathCellObject,,Tumor,632.85,623.86
PathCellObject,,Tumor,646.57,629.89
PathCellObject,,Tumor,751.07,626.19
PathCellObject,,Tumor,413.04,629.76
PathCellObject,,Tumor,606.49,632.86
PathCellObject,,Tumor,557,636.02
PathCellObject,,Tumor,628.5,636.62
PathCellObject,,Tumor,751.76,636.28
PathCellObject,,Tumor,535.28,639.42
PathCellObject,,Tumor,646.41,645.96
PathCellObject,,Tumor,568.36,642.71
PathCellObject,,Tumor,527.4,643.05
PathCellObject,,Tumor,755.7,644.61
PathCellObject,,Tumor,586.33,647.29
PathCellObject,,Tumor,621.84,646.2
PathCellObject,,Tumor,765.75,647.85
PathCellObject,,Tumor,746.39,651.63
PathCellObject,,Tumor,573.06,648.01
PathCellObject,,Tumor,523.7,650.15
PathCellObject,,Tumor,541.2,651.29
PathCellObject,,Tumor,657.9,648.03
PathCellObject,,Tumor,665.6,652.32
PathCellObject,,Tumor,560.29,654.31
PathCellObject,,Tumor,654.37,653.72
PathCellObject,,Tumor,573.87,658.19
Target: CD20,Target: CD20,Tumor,518.66,658.31
PathCellObject,,Tumor,647.87,659.35
PathCellObject,,Tumor,658.19,667.73
PathCellObject,,Tumor,536.76,660
PathCellObject,,Tumor,610.59,659.7
PathCellObject,,Tumor,679.41,660.95
PathCellObject,,Tumor,561.73,665.96
Target: CD8,Target: CD8,Tumor,589.53,668.06
PathCellObject,,Tumor,769.47,667.79
Target: CD20,Target: CD20,Tumor,502.1,665.7
PathCellObject,,Tumor,693.54,666.7
PathCellObject,,Tumor,637.25,666.11
PathCellObject,,Tumor,669.6,666.69
PathCellObject,,Tumor,515.75,668.57
PathCellObject,,Tumor,603.39,671.2
Target: CD20,Target: CD20,Tumor,647.09,669.75
PathCellObject,,Tumor,614.97,669.8
PathCellObject,,Tumor,674.82,670.19
PathCellObject,,Tumor,680.57,669.63
PathCellObject,,Tumor,539.54,675.42
PathCellObject,,Tumor,703.09,674.97
PathCellObject,,Tumor,685.05,672.49
PathCellObject,,Tumor,638.16,676.14
PathCellObject,,Tumor,681.54,684.08
PathCellObject,,Tumor,571.1,677.14
PathCellObject,,Tumor,471.71,676.96
PathCellObject,,Tumor,581.07,680.85
PathCellObject,,Tumor,495.01,680.05
PathCellObject,,Tumor,620.53,685.41
PathCellObject,,Tumor,696.42,685.68
PathCellObject,,Tumor,475.64,686.85
PathCellObject,,Tumor,635.65,684.09
PathCellObject,,Tumor,710.98,688.85
PathCellObject,,Tumor,702.65,688.79
PathCellObject,,Tumor,719.32,686.3
PathCellObject,,Tumor,609.11,689.65
PathCellObject,,Tumor,576.74,690.41
PathCellObject,,Tumor,586.09,689.87
PathCellObject,,Tumor,629.42,691.99
PathCellObject,,Tumor,638.68,694.67
PathCellObject,,Tumor,660.33,693.4
Target: CD8,Target: CD8,Tumor,597.35,694.69
PathCellObject,,Tumor,698.07,695.42
PathCellObject,,Tumor,689.84,696
PathCellObject,,Tumor,579.67,700.19
PathCellObject,,Tumor,666.88,701.53
PathCellObject,,Tumor,466.76,702.78
PathCellObject,,Tumor,703.97,700.66
PathCellObject,,Tumor,617.5,703.46
Target: CD20,Target: CD20,Tumor,590,702.98
PathCellObject,,Tumor,608.99,701.81
PathCellObject,,Tumor,698.16,708.37
PathCellObject,,Tumor,642.59,702.11
PathCellObject,,Tumor,603.61,704.15
PathCellObject,,Tumor,631.93,706.29
PathCellObject,,Tumor,678.91,704.15
PathCellObject,,Tumor,566.24,707.06
PathCellObject,,Tumor,714.31,705.5
PathCellObject,,Tumor,639.96,707.96
Target: CD20: CD8,Target: CD20: CD8,Tumor,596.69,709.24
PathCellObject,,Tumor,647.26,707.96
PathCellObject,,Tumor,608.76,710.97
PathCellObject,,Tumor,675.16,711.27
PathCellObject,,Tumor,688.91,712.3
PathCellObject,,Tumor,642.38,716.72
PathCellObject,,Tumor,666.53,716.93
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Tumor,651.53,713.97
Target: CD8,Target: CD8,Tumor,588.35,712.58
PathCellObject,,Tumor,600.54,717.09
Target: CD8,Target: CD8,Tumor,576.36,718.51
PathCellObject,,Tumor,721.31,717.64
PathCellObject,,Tumor,567.48,717.82
PathCellObject,,Tumor,612.94,717.24
Target: CD68,Target: CD68,Tumor,657.44,718.14
PathCellObject,,Tumor,587.94,721.4
PathCellObject,,Tumor,686.56,719.86
PathCellObject,,Tumor,709.31,722.46
PathCellObject,,Tumor,554.7,719.5
PathCellObject,,Tumor,624.98,721.77
PathCellObject,,Tumor,606.52,724.69
PathCellObject,,Tumor,563.8,727.48
PathCellObject,,Tumor,636.38,722.2
PathCellObject,,Tumor,670.73,728.39
PathCellObject,,Tumor,645.34,725.33
PathCellObject,,Tumor,681.21,726.42
PathCellObject,,Tumor,617.22,728.4
PathCellObject,,Tumor,577.07,729.85
PathCellObject,,Tumor,657.03,730.73
PathCellObject,,Tumor,637.77,729.85
PathCellObject,,Tumor,597.19,735.34
PathCellObject,,Tumor,692.79,729.21
PathCellObject,,Tumor,571.25,734.02
PathCellObject,,Tumor,699.22,734.23
PathCellObject,,Tumor,708.16,733.84
PathCellObject,,Tumor,644.87,736.66
PathCellObject,,Tumor,685.13,734.75
PathCellObject,,Tumor,612.44,737.05
PathCellObject,,Tumor,626.13,735.74
PathCellObject,,Tumor,633.83,737.94
PathCellObject,,Tumor,582.15,739.72
PathCellObject,,Tumor,680.84,737.98
PathCellObject,,Tumor,623.33,743.15
PathCellObject,,Tumor,708.53,745.06
PathCellObject,,Tumor,680.87,744
PathCellObject,,Tumor,648.63,746
Target: CD68,Target: CD68,Tumor,695.34,745.93
PathCellObject,,Tumor,591.16,746.57
PathCellObject,,Tumor,583.67,753.78
PathCellObject,,Tumor,603.64,751.6
PathCellObject,,Tumor,663.53,752.93
PathCellObject,,Tumor,569.32,752.81
PathCellObject,,Tumor,632.04,753.25
PathCellObject,,Tumor,687.59,757.6
PathCellObject,,Tumor,592,752.77
PathCellObject,,Tumor,683.76,751.74
PathCellObject,,Tumor,715.35,757.3
PathCellObject,,Tumor,724.14,753.62
PathCellObject,,Tumor,549.29,755.61
PathCellObject,,Tumor,618.67,753.05
PathCellObject,,Tumor,559.15,754.89
PathCellObject,,Tumor,611.01,759.85
PathCellObject,,Tumor,704.23,760.14
PathCellObject,,Tumor,653.53,763.56
PathCellObject,,Tumor,617.88,762.89
PathCellObject,,Tumor,646.77,760.28
PathCellObject,,Tumor,595.02,767.94
PathCellObject,,Tumor,638.8,763.54
PathCellObject,,Tumor,565.23,768.03
PathCellObject,,Tumor,630.31,767.11
PathCellObject,,Tumor,579.4,769.91
PathCellObject,,Tumor,623.8,767.76
PathCellObject,,Tumor,607.77,769.63
PathCellObject,,Tumor,709.31,768.42
PathCellObject,,Tumor,670.81,771.16
Target: CD68,Target: CD68,Tumor,555.02,769.93
PathCellObject,,Tumor,656.41,773.44
PathCellObject,,Tumor,617.38,773.37
PathCellObject,,Tumor,717.24,773.24
PathCellObject,,Tumor,690.89,775.43
PathCellObject,,Tumor,625.52,776.9
PathCellObject,,Tumor,644.27,775.18
PathCellObject,,Tumor,679.42,775.36
PathCellObject,,Tumor,603.27,779.65
PathCellObject,,Tumor,713.73,783.27
Target: CD20,Target: CD20,Tumor,675.57,784.87
PathCellObject,,Tumor,584.48,783.11
Target: CD8,Target: CD8,Tumor,705.37,781.86
Target: CD68,Target: CD68,Tumor,684.75,784.88
PathCellObject,,Tumor,652.25,783.54
Target: CD8,Target: CD8,Tumor,701.89,789.07
PathCellObject,,Tumor,648.67,789.76
PathCellObject,,Tumor,660.85,791.84
Target: CD20,Target: CD20,Tumor,693.15,793.5
PathCellObject,,Tumor,642.72,794.44
PathCellObject,,Tumor,681.78,795.37
